,3G,3G Speed,Additional Content,Audio Formats,Audio Jack,Battery Capacity,Battery Type,Bluetooth Support,Bluetooth Version,Browse Type,Browser,Business Phone,Call Divert,Call Log Memory,Call Records,Call Timer,Call Wait/Hold,Color,Conference Call,Cost,Covered in Warranty,DLNA Support,Depth,Digital Zoom,Display Colors,Display Size,Display Type,Domestic Warranty,Dual Battery,Dual Camera Lens,EDGE,EDGE Features,Expandable Storage,FM Radio,FM Radio Recording,Flash,Frame Rate,Full HD Recording,GPRS,GPRS Features,GPS Support,GPU,Games,Graphics PPI,HD Game Support,HD Recording,Hands Free,Height,Hot SWAP Support,Hybrid Sim Slot,Image Editor,Imgsrc,Important Apps,In The Box,Infrared,Instant Message,Internal Storage,International Warranty,Internet Connectivity,JAVA Support,Java Application,Keypad,Keypad Type,Logs,MMS,Map Support,Memory Card Slot Type,Micro USB Port,Micro USB Version,Mini HDMI Port,Mini USB Port,Mini USB Version,Mobile Tracker,Model Name,Model Number,Music Player,NFC,Name,Network Type,Not Covered in Warranty,OTG Compatible,Operating Frequency,Operating System,Optical Zoom,Other Display Features,Other Features,Phone Book,Phone Book Memory,Pre-installed Browser,Predictive Text Input,Primary Camera,Primary Camera Available,Primary Camera Features,Primary Clock Speed,Processor Core,Processor Type,Quick Charging,RAM,Removable Battery,Resolution,Resolution Type,Ringtones Format,SIM Access,SIM Size,SIM Type,SMS,SMS Memory,Secondary Camera,Secondary Camera Available,Secondary Camera Features,Secondary Clock Speed,Sensors,Series,Smartphone,Social Networking Phone,Sound Enhancements,Speaker Phone,Speed Dialing,Supported Languages,Supported Memory Card Type,Supported Networks,TV Out,Talk Time,Total Memory,Touchscreen,Touchscreen Type,USB Connectivity,USB Tethering,Upgradable Operating System,User Interface,User Memory,Video Call Support,Video Formats,Video Recording,Video Recording Resolution,Voice Input,WAP,WAP Version,Warranty Service Type,Warranty Summary,Weight,Wi-Fi,Wi-Fi Hotspot,Wi-Fi Version,Width,flipkart_link,reviewlink
10,,,,,,4000 mAh,,,,Smartphones,,,,,,,,Fine Gold,,"12,162",,,,,,5.5 inch,IPS,,,,,,,,,,,,,,,,,,,,,,,No,,https://rukminim1.flixcart.com/image/704/704/ja9yg7k0/mobile/d/n/y/lenovo-k8-note-xt-1902-original-imaezghnwdmmbvax.jpeg?q=70,,"Handset, Turbo Charger and USB Cable",,,64 GB,,,,,,,,,,Dedicated Slot,,,,,,,K8 Note,XT 1902-3,,,"Lenovo K8 Note (Fine Gold, 64 GB)  (4 GB RAM)","4G VOLTE, 3G, 2G",,Yes,,Android Nougat 7.1.1,,FHD with 401ppi with 2.5D glass,,,,,,13MP + 5MP,,13MP Primary Sensor + 5MP Depth sensor with Dual LED Flash,2.3 GHz,Deca Core,Helio X23 Deca-core 2.3GHz 64-Bit,,4 GB,,1920 x 1080 Pixels,Full HD,,,Dual nano SIM,Dual Sim,,,13MP,,13MP Selife Camera with Party Flash,,"Accelerometer,Ambient Light Sensor,e-compass,Gyroscope,Proximity Sensor,Fingerprint sensor",,,,"Single rear speaker,Dolby Atmos,3.5 mm jack,Music Key",,,,,4G VoLTE,,,,Yes,,,,,,,,,,,,,,,1 YEAR,,,,,,https://www.flipkart.com/lenovo-k8-note-fine-gold-64-gb/p/itmfffjqd3v8mgts?pid=MOBEZGZNZ6TPHDNY&srno=s_3_11&otracker=search&lid=LSTMOBEZGZNZ6TPHDNYACLMKN&fm=organic&iid=f8fa5afc-1843-473d-8f08-ffe4d1dee501.MOBEZGZNZ6TPHDNY.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/lenovo-k8-note-fine-gold-64-gb/product-reviews/itmfffjqd3v8mgts?pid=MOBEZGZNZ6TPHDNY
11,No,,,MP3,3.5 mm,1200 mAh,Lithium-ion,Yes,,Feature Phones,,,Yes,,,,Yes,"Black, Black Red",,"1,119",,,,,,1.8 inch,,1 Year,No,,,,32 GB,Yes,,,,,Yes,,,,,,,,,,,No,,https://rukminim1.flixcart.com/image/704/704/jcgjo280/mobile/r/b/h/1-1-2-d2-dual-sim-combo-of-two-mobile-d2-original-imaffhyd4ce87yys.jpeg?q=70,,"2 Mobiles, 2 Batteries, 2 Charger",,,64 MB,,,,,Yes,Alphanumeric,,,,Dedicated Slot,,,,,,,D2 Dual Sim Combo of Two Mobile,D2,,,"1+1=2 D2 Dual Sim Combo of Two Mobile  (Black, Black Red)",2G,,No,"GSM - 900, 1800",0,,,,Yes,,,,0.3MP,Yes,,,,,,32 MB,Yes,128 x 160$$Pixels,Quarter QVGA,,,,Dual Sim,Yes,,,No,,,,,No,,,,,"Hindi, Engligh, Tamil, Gujarati",,"GSM, GSM",,,,No,,,,,,,,MP4,,,,,," 1 Year Manufacturer warranty for which the customer can contact G'Five Customer care at +9111-33549027, +919582750855 or mail us @ customercare.konnect@gmail.com",1 Year Manufacturer Warranty,,,,,,https://www.flipkart.com/1-1-2-d2-dual-sim-combo-two-mobile/p/itmffhydpfures6h?pid=MOBFFJU9THGMDRBH&srno=s_3_12&otracker=search&lid=LSTMOBFFJU9THGMDRBHHG4UP1&fm=organic&iid=547ef41c-9ebe-4baf-877a-736396ba89c1.MOBFFJU9THGMDRBH.SEARCH&qH=911c35cead2534b4,
12,Yes,,,"AAX, AIFF, WAV, HE-AAC, MP3, AAX+, AAC, VBR",3.5 mm,,Li-Ion,Yes,4,Smartphones,,,,Yes,,,,Space Grey,,"25,199",,,6.9 mm,,,4.7 inch,LED-backlit,,,,Yes,,,,,True Tone Flash,,Yes,Yes,,Yes,,,,,Yes,,138.1 mm,,No,,https://rukminim1.flixcart.com/image/704/704/j2c6du80/mobile/f/2/j/apple-iphone-6-a1586-original-imaetnf2h6gck78p.jpeg?q=70,"Health, Face Time, Passbook, iTunes Store, App Store, iBooks, Game Center, Weather, Voice Memos, Stocks, News Stand, Podcasts, iMovie, Pages, Keynote, Numbers, iTunes U, Garage Band, Remote, Find My iPhone, Find My Friends, Air Drop, Air Play, Control Cen","Handset, Lightening Charger, Quick Start Guide, Data Cable, Headphone",,,32 GB,,"4G, 3G, Wi-Fi, EDGE, GPRS",No,,,,,,,,,,,,,,iPhone 6,MQ3D2HN/A,,Yes,"Apple iPhone 6 (Space Grey, 32 GB)","4G, 3G, 2G",,No,"GSM - 850, 900, 1800, 1900; UMTS - 1700, 2100; LTE - 700, 2300, 2500, 2600",iOS 9,,"Multi-touch, IPS Display, Wide-angle Viewing, LED Backlit Wide Screen, 500 cd / m2 Maximum Brightness, Finger Print Resistant Oleophobic Coating on Front, Full sRGB Standard, Display Zoom, Dual-domain Pixels, Reachability","Mobile Network, Multiple Languages and Characters Support, Built-in Speaker, Microphone, Lightning Connector, On / Off or Sleep / Wake, Calendar, Notes, Reminders, Clock, Calculator, Lightning Connector, Audio Calling, AirPlay Mirroring Photos, Audio and",,Yes,Safari,,8MP,Yes,"iSight Camera, 1.5 Pixels, Auto Focus, Focus Pixels, f/2.2 Aperture, True Tone Flash, Five-element Lens, Hybrid IR Filter, Backside Illumination Sensor, Sapphire Crystal Lens Cover, Auto Image Stabilisation, Auto HDR for Photos, Improved Face Detection, Exposure Control, Panorama (Upto 43 MP), Burst Mode, Tap to Focus, Photo Geo-tagging, Timer Mode, Slow-motion Video: Shoot Video at 120 fps, Time-lapse Video, Cinematic Video Stabilisation, Continuous Auto Focus Video, Take Still Photos While Recording Video, Zoom - 3x, Video Geo-tagging",,,Apple A8 64-bit processor and M8 Motion Co-processor,,,No,1334 x 750 Pixels,Retina HD Display,,,Nano SIM,Single Sim,,Yes,1.2MP,Yes,"f/2.2 Aperture, HD Video Recording, Backside Illumination Sensor, Auto HDR for Photos and Videos, Improved Face Detection, Burst Mode, Exposure Control",,"Ambient Light Sensor, Proximity Sensor, Three-axis Gyro Sensor, Accelerometer, Fingerprint Identity Sensor, Barometer",,Yes,,,,,,,4G LTE,,,,Yes,,Yes,,,,,,"H.264, MPEG4, PCM, AAC-LC, M4V, MOV, MJPEG, MP4, AVI",Yes,1920 x 1080,,,,,Brand Warranty of 1 Year,129 g,Yes,,802.11 a/b/g/n/ac,67 mm,https://www.flipkart.com/apple-iphone-6-space-grey-32-gb/p/itmetmh3hfhnxtcj?pid=MOBETMH3ZYNDPVVC&srno=s_3_13&otracker=search&lid=LSTMOBETMH3ZYNDPVVC7BAC1S&fm=organic&iid=54b7145a-9870-4649-8e7a-0edf02dc1ca2.MOBETMH3ZYNDPVVC.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/apple-iphone-6-space-grey-32-gb/product-reviews/itmetmh3hfhnxtcj?pid=MOBETMH3ZYNDPVVC
13,,,,,,4000 mAh,,,,Smartphones,,,,,,,,Venom Black,,"10,599",,,,,,5.5 inch,IPS,,,Primary Camera,,,,,,,,,,,,,,,,,,,,No,,https://rukminim1.flixcart.com/image/704/704/jawthu80/mobile/d/4/s/lenovo-k8-note-xt1902-original-imaeyftgh2fmbgr3.jpeg?q=70,,"Handset, Charger, Quick Start Guide",,,32 GB,,,,,,,,,,Dedicated Slot,,,,,,,K8 Note,XT 1902-3,,,"Lenovo K8 Note (Venom Black, 32 GB)  (3 GB RAM)","4G VOLTE, 3G, 2G",,Yes,,Android Nougat 7.1.1,,FHD with 401ppi with 2.5D glass,,,,,,13MP + 5MP,,13MP Primary Sensor + 5MP Depth sensor with Dual LED Flash,2.3 GHz,Deca Core,Helio X23 Deca-core 2.3GHz 64-Bit,,3 GB,,1920 x 1080 Pixels,Full HD,,,Dual nano SIM,Dual Sim,,,13MP,,13MP Selife Camera with Party Flash,,"Accelerometer,Ambient Light Sensor,e-compass,Gyroscope,Proximity Sensor,Fingerprint sensor",,,,"Single rear speaker,Dolby Atmos,3.5 mm jack,Music Key",,,,,"4G VoLTE, GSM",,,,Yes,,,,,,,,,,,,,,,1 Year for Handset and 6 Months for Accessories,,,,,,https://www.flipkart.com/lenovo-k8-note-venom-black-32-gb/p/itmfffjqd3v8mgts?pid=MOBFYBX9ZR4ETD4S&srno=s_3_14&otracker=search&lid=LSTMOBFYBX9ZR4ETD4SCWIXOO&fm=organic&iid=b3512a30-8f72-4436-a718-78c7602233e3.MOBFYBX9ZR4ETD4S.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/lenovo-k8-note-venom-black-32-gb/product-reviews/itmfffjqd3v8mgts?pid=MOBFYBX9ZR4ETD4S
14,,,,,,4000 mAh,,,,Smartphones,,,,,,,,Venom Black,Yes,"11,652",,,,,,5.5 inch,IPS,,,Primary Camera,,,,,,,,,,,,,,,,,,,,No,,https://rukminim1.flixcart.com/image/704/704/jawthu80/mobile/d/4/s/lenovo-k8-note-xt1902-original-imaeyftgh2fmbgr3.jpeg?q=70,,"Handset, Turbo Charger, USB Cable, Quick Start Guide",,Yes,64 GB,,,,,,,,Yes,,Dedicated Slot,,,,,,,K8 Note,XT 1902-3,,,"Lenovo K8 Note (Venom Black, 64 GB)  (4 GB RAM)","4G VOLTE, 3G, 2G",,Yes,,Android Nougat 7.1.1,,FHD with 401ppi with 2.5D glass,,Yes,,,,13MP + 5MP,Yes,13MP Primary Sensor + 5MP Depth sensor with Dual LED Flash,2.3 GHz,Deca Core,Helio X23 Deca-core 2.3GHz 64-Bit,Yes,4 GB,,1920 x 1080 Pixels,Full HD,,,Dual nano SIM,Dual Sim,Yes,,13MP,Yes,13MP Selife Camera with Party Flash,,"Accelerometer,Ambient Light Sensor,e-compass,Gyroscope,Proximity Sensor,Fingerprint sensor",,Yes,Yes,"Single rear speaker,Dolby Atmos,3.5 mm jack,Music Key",Yes,,English,,"4G VoLTE, 4G LTE",,,,Yes,,,,,,,,,,,,,,,1 Year for Handset and 6 Month for Accessories,,,,,,https://www.flipkart.com/lenovo-k8-note-venom-black-64-gb/p/itmfffjqd3v8mgts?pid=MOBFY635GPZNCZY8&srno=s_3_15&otracker=search&lid=LSTMOBFY635GPZNCZY8ZW7F8C&fm=organic&iid=de7344c7-eea5-41bb-a97b-47384fe69973.MOBFY635GPZNCZY8.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/lenovo-k8-note-venom-black-64-gb/product-reviews/itmfffjqd3v8mgts?pid=MOBFY635GPZNCZY8
15,No,,,MP3,3.5 mm,950 mAh,Li-Ion,Yes,,Feature Phones,,Yes,Yes,,,,Yes,Blue & White,Yes,"1,119",,,,,,1.8 inch,,1 Year,,,,,8 GB,Yes,,,,,Yes,,,,,,,,,,,No,,https://rukminim1.flixcart.com/image/704/704/je5zlow0/mobile/g/f/z/glx-w5-combo-of-two-mobiles-w5-original-imaf2xy6jwrmpyay.jpeg?q=70,,"2 Mobiles, 2 Batteries, 2 Charger and User Manual",,,64 MB,,,,,Yes,Alphanumeric,,,,Dedicated Slot,,,,,,,W5 Combo of Two Mobiles,W5,,,GLX W5 Combo of Two Mobiles  (Blue & White),2G,,No,"GSM- 900,1800 MHz",0,,,,Yes,,,,0.3MP,Yes,,,,,,32 MB,Yes,128 x 160$$Pixels,Quarter QVGA,,,,Dual Sim,Yes,,,No,,,,,No,,,,,"English,Hindi,Tamil,Gujarati",,"GSM, GSM",,,,No,,,,,,,,MP4,,,,,,1 Year Manufacturer Warranty,1 Year Manufacturer Warranty,,,,,,https://www.flipkart.com/glx-w5-combo-two-mobiles/p/itmf2wtf8rk4qypf?pid=MOBF2VMQ4YAXSGFZ&srno=s_3_16&otracker=search&lid=LSTMOBF2VMQ4YAXSGFZJWNQ5N&fm=organic&iid=4fc62c94-06f1-4010-88f2-e7d67c6bb913.MOBF2VMQ4YAXSGFZ.SEARCH&qH=911c35cead2534b4,
16,Yes,,,MP3,,3500 mAh,Li-Ion Polymer,,,Smartphones,,,,Yes,,,,Silver,,"12,499",,,8.49 mm,,16 M,5.5 inch,,,,,,,128 GB,,,LED,,Yes,,,,,,,,Yes,,152 mm,,Yes,,https://rukminim1.flixcart.com/image/704/704/mobile/q/3/j/lenovo-k5-note-pa330117in-original-imaekyapfagcmsdg.jpeg?q=70,,"Handset, Battery (Non-Removable), Travel Adapter, USB Cable, Quick Start Guide, Lenovo Limited Warranty, Protective Film, Transparent Back Cover, SIM Push Pin",,,32 GB,,"4G, 3G, Wi-Fi (Dual Band Wifi-5Ghz)",,,,,,,,Hybrid Slot,,,,,,,Vibe K5 Note,PA330113IN/PA330117IN,,,"Lenovo Vibe K5 Note (Silver, 32 GB)  (4 GB RAM)","4G, 3G",,Yes,"GSM - 900, 1800 (B2/B3/B5/B8); WCDMA - 2100 (B1/B2/B5/B8); 4G LTE (FDD) - B1/B3/B5/B7/B8/B20, LTE (TDD) - B38/B40/B41",Android Marshmallow 6,,"401 PPI, IPS Display, 178 Degree Wide View Display, Screen 70% NTSC Color Optimization, 1000:1 Contrast Ratio",,Yes,,Android,,13MP,Yes,"PDAF with 5-pieces Composite Lens (Samsung, 1/3.06 inch, 1.12 um)",1.8 GHz,Octa Core,Mediatek Helio P10 64-bit Octa Core 1.8GHz,,4 GB,No,1920 x 1080 pixels,Full HD,,Dual Standby,Nano SIM,Dual Sim,Yes,,8MP,Yes,"Fixed Focus, 1.4 um Pixels",,Finger Print Sensor,,Yes,,"3-array Microphone System (High-spec), Single Rear Speakers, Wolfson WM8281 Audio Codec, Dolby Atmos Support, Karaoke",,,,MicroSD,"4G LTE, 4G LTE",,,,Yes,,Yes,,,,,,,Yes,1920 x 1080,,,,,Brand Warranty of 1 Year,165 g,Yes,,,75.7 mm,https://www.flipkart.com/lenovo-vibe-k5-note-silver-32-gb/p/itmejj6k6zcz293d?pid=MOBEJJ6KHHPR2Q3J&srno=s_3_17&otracker=search&lid=LSTMOBEJJ6KHHPR2Q3JYEXPWG&fm=organic&iid=82e7ac7e-c472-4d8f-af38-ac16c184ce37.MOBEJJ6KHHPR2Q3J.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/lenovo-vibe-k5-note-silver-32-gb/product-reviews/itmejj6k6zcz293d?pid=MOBEJJ6KHHPR2Q3J
17,Yes,,,"AAC, AAC+, AAC+ Enhanced, OGG Vorbis, WAV, MP3, Midi",,4000 mAh,,Yes,4.2,Smartphones,,,,Yes,,,,Blush Gold,,"8,999",,,8.4 mm,Yes,,5.65 inch,IPS In-cell,,,,Yes,,128 GB,,,Front & Rear Dual LED Flash,,Yes,Yes,,Yes,,,,,,,153 mm,,No,,https://rukminim1.flixcart.com/image/704/704/jd4u5jk0/mobile/8/g/g/infinix-hot-s3-x573-original-imaf23zgcy3y2srz.jpeg?q=70,,"Handset (Inclusive of Battery), Adaptor, Charger, USB Cable, Protective Screen Guard, Quick Start Guide, SIM Insert Pin, Warranty Card, TPU Case",No,,32 GB,,"4G, 3G, EDGE, GPRS, Wi-Fi",,,,,,,Google Maps,Dedicated Slot,,,,,,,Hot S3,X573,,,"Infinix Hot S3 (Blush Gold, 32 GB)  (3 GB RAM)","4G VOLTE, 3G, 2G",,Yes,"GSM - B2 / B3 / B5 / B8, WCDMA - B1 / B5 / B8, 4G LTE - B1 / B3 / B5 / B8 / B40 / B41",Android Oreo 8,,,"Wi-Fi Direct, Notification LED, Screen to Body Ratio - 81%, G Sensor",Yes,,Google Chrome,,13MP,Yes,"PDAF, Professional Camera Settings, 5P Lens Element, F2.0 Aperture, Modes: HDR, Panoromic",1.4 GHz,Octa Core,Qualcomm Snapdragon 430 MSM8937,,3 GB,No,720*1440 Pixels,HD+,,,Nano SIM and Nano SIM,Dual Sim,Yes,,20MP,Yes,"4-in-1 Selfie Camera, Modes: Beauty Mode, Bokeh Mode, HDR, F2.0 Aperture",,"Fingerprint Sensor, Accelerometer, Proximity Sensor, Ambient Light Sensor, Compass, Hall Sensor, G Sensor",,Yes,,,,,,microSD,"GSM, 4G VoLTE, WCDMA",,,,Yes,,Yes,,,XOS 3.0,,,"H.264, H.263, MPEG-4",,1920 x 1080,,,,,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,150 g,Yes,Yes,802.11 b/g/n,72.85 mm,https://www.flipkart.com/infinix-hot-s3-blush-gold-32-gb/p/itmf22vu2v3ayq5h?pid=MOBF22VTWZVGR8GG&srno=s_3_18&otracker=search&lid=LSTMOBF22VTWZVGR8GGHZPOBX&fm=organic&iid=2156b994-d5d7-45b8-ad34-c86518235dca.MOBF22VTWZVGR8GG.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/infinix-hot-s3-blush-gold-32-gb/product-reviews/itmf22vu2v3ayq5h?pid=MOBF22VTWZVGR8GG
18,Yes,"HSDPA (Downlink Speed): 42 Mbps, HSUPA (Uplink Speed): 11 Mbps",,"MP3, WAV, APE, WMV, OGG",,2200 mAh,Aluminum Shell,Yes,4.0,Smartphones,,,,,,,,Black,,"4,099",,,9.4 mm,,,5.0 inch,FWVGA,,,,Yes,Class 12,32 GB,Yes,Yes,Rear Flash,,Yes,Yes,Class 12,Yes,ARM Mali-T720 MP1 450 MHz,,,,Yes,,145 mm,,No,,https://rukminim1.flixcart.com/image/704/704/j77xjm80-1/mobile/k/9/h/micromax-spark-4g-q409-original-imaexgh5tanzgkst.jpeg?q=70,,"Handset, Charger, Battery, Headset, USB Cable, User Guide, Screen Guard",,,8 GB,,"4G, 3G, Wi-Fi, GPRS, EDGE, WAP",Yes,,,,,Yes,Google Maps,Dedicated Slot,Yes,,,,,,Spark 4G,Q409,,,"Micromax Spark 4G (Black, 8 GB)  (1 GB RAM)","4G VOLTE, 4G, 2G, 3G",,No,,Android Marshmallow 6.0,,"2-points Multitouch, Video Resolution: 640 x 480 Pixels","IFA Antenna, Battery: 4.35V, Browsing Time: 5 hrs, Charger Input and Output Voltage / Ampier: 5 V / 1 A, 2-pin Charger, Notification Light, FDN Support, Micro USB 5-pin, Data Cable: 1.2 m, Camera Plackback: 3072 x 1728 Pixels, Email: POP3, IMAP4, MRE Support, MRE Version: 2.0",,,,Yes,5MP,Yes,"Auto Focus, Pixel Size: 1.12micrometer x 1.12micrometer, Brightness Level, Multi Shot, Night Mode",1.0 GHz,Quad Core,1.0GHz Quadcore MTK6735M,,1 GB,,854 x 480 Pixels,,,,Micro SIM and Normal SIM,Dual Sim,Yes,,2MP,Yes,"Fixed Focus, Pixel Size: 1.75micrometer x 1.75micrometer",,"Gravity Sensors, Proximity Sensor, Light Sensor, Accelerometer",,,,,Yes,Yes,All Country Languages,microSD,"4G VoLTE, 4G LTE, UMTS, GSM, WCDMA",,,,Yes,Capacitive,Yes,,,,,Yes,"AVI, 3GP/3G2, MP4, FLV, MOV, MKV",Yes,3072 x 1728 Pixels,,Yes,,,Brand Warranty of 1 Year,145 g,Yes,,802.11 b/g/n,72 mm,https://www.flipkart.com/micromax-spark-4g-black-8-gb/p/itmexfrggweseck9?pid=MOBEXFRGMRFESQ6M&srno=s_3_19&otracker=search&lid=LSTMOBEXFRGMRFESQ6MQXKX26&fm=organic&iid=e66c4141-ff80-4d7f-af53-4c7952a79a56.MOBEXFRGMRFESQ6M.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/micromax-spark-4g-black-8-gb/product-reviews/itmexfrggweseck9?pid=MOBEXFRGMRFESQ6M
19,Yes,"HSDPA (Downlink Speed): 42 Mbps, HSUPA (Uplink Speed): 11 Mbps",,"MP3, WAV, APE, WMV, OGG",,2200 mAh,Aluminum Shell,Yes,4.0,Smartphones,,,,,,,,Champagne,,"4,499",,,9.4 mm,,,5.0 inch,FWVGA,,,,Yes,Class 12,32 GB,Yes,Yes,Rear Flash,,Yes,Yes,Class 12,Yes,ARM Mali-T720 MP1 450 MHz,,,,Yes,,145 mm,,No,,https://rukminim1.flixcart.com/image/704/704/j6wi0sw0/mobile/h/b/h/micromax-spark-4g-q409-original-imaex9gbxkhd5ccn.jpeg?q=70,,"Handset, Charger, Battery, Headset, USB Cable, User Guide, Screen Guard",,,8 GB,,"4G, 3G, Wi-Fi, GPRS, EDGE, WAP",Yes,,,,,Yes,Google Maps,Dedicated Slot,Yes,,,,,,Spark 4G,Q409,,,"Micromax Spark 4G (Champagne, 8 GB)  (1 GB RAM)","4G VOLTE, 4G, 2G, 3G",,No,,Android Marshmallow 6.0,,"2-points Multitouch, Video Resolution: 640 x 480 Pixels","IFA Antenna, Battery: 4.35V, Browsing Time: 5 hrs, Charger Input and Output Voltage / Ampier: 5 V / 1 A, 2-pin Charger, Notification Light, FDN Support, Micro USB 5-pin, Data Cable: 1.2 m, Camera Plackback: 3072 x 1728 Pixels, Email: POP3, IMAP4, MRE Support, MRE Version: 2.0",,,,Yes,5MP,Yes,"Auto Focus, Pixel Size: 1.12micrometer x 1.12micrometer, Brightness Level, Multi Shot, Night Mode",1.0 GHz,Quad Core,1.0GHz Quadcore MTK6735M,,1 GB,,854 x 480 Pixels,,,,Micro SIM and Normal SIM,Dual Sim,Yes,,2MP,Yes,"Fixed Focus, Pixel Size: 1.75micrometer x 1.75micrometer",,"Gravity Sensors, Proximity Sensor, Light Sensor, Accelerometer",,,,,Yes,Yes,All Country Languages,microSD,"4G VoLTE, 4G LTE, UMTS, GSM, WCDMA",,,,Yes,Capacitive,Yes,,,,,Yes,"AVI, 3GP/3G2, MP4, FLV, MOV, MKV",Yes,3072 x 1728 Pixels,,Yes,,,Brand Warranty of 1 Year,145 g,Yes,,802.11 b/g/n,72 mm,https://www.flipkart.com/micromax-spark-4g-champagne-8-gb/p/itmexfrggweseck9?pid=MOBEXFRGFQUSAHBH&srno=s_3_20&otracker=search&lid=LSTMOBEXFRGFQUSAHBHB99AYZ&fm=organic&iid=cee2746b-1f47-4d23-907d-342de9a519f7.MOBEXFRGFQUSAHBH.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/micromax-spark-4g-champagne-8-gb/product-reviews/itmexfrggweseck9?pid=MOBEXFRGFQUSAHBH
20,Yes,,,"AAC, AAC+, AAC+ Enhanced, OGG Vorbis, WAV, MP3, Midi",,4000 mAh,,Yes,4.2,Smartphones,,,,Yes,,,,Sandstone Black,,"8,999",,,8.4 mm,Yes,,5.65 inch,IPS In-cell,,,,Yes,,128 GB,,,Front & Rear Dual LED Flash,,Yes,Yes,,Yes,,,,,,,153 mm,,No,,https://rukminim1.flixcart.com/image/704/704/jd4u5jk0/mobile/k/d/b/infinix-hot-s3-x573-original-imaf23zgnpcnagav.jpeg?q=70,,"Handset (Inclusive of Battery), Adaptor, Charger, USB Cable, Protective Screen Guard, Quick Start Guide, SIM Insert Pin, Warranty Card, TPU Case",No,,32 GB,,"4G, 3G, EDGE, GPRS, Wi-Fi",,,,,,,Google Maps,Dedicated Slot,,,,,,,Hot S3,X573,,,"Infinix Hot S3 (Sandstone Black, 32 GB)  (3 GB RAM)","4G VOLTE, 3G, 2G",,Yes,"GSM - B2 / B3 / B5 / B8, WCDMA - B1 / B5 / B8, 4G LTE - B1 / B3 / B5 / B8 / B40 / B41",Android Oreo 8,,,"Wi-Fi Direct, Notification LED, Screen to Body Ratio - 81%, G Sensor",Yes,,Google Chrome,,13MP,Yes,"PDAF, Professional Camera Settings, 5P Lens Element, F2.0 Aperture, Modes: HDR, Panoromic",1.4 GHz,Octa Core,Qualcomm Snapdragon 430 MSM8937,,3 GB,No,720*1440 Pixels,HD+,,,Nano SIM and Nano SIM,Dual Sim,Yes,,20MP,Yes,"4-in-1 Selfie Camera, Modes: Beauty Mode, Bokeh Mode, HDR, F2.0 Aperture",,"Fingerprint Sensor, Accelerometer, Proximity Sensor, Ambient Light Sensor, Compass, Hall Sensor, G Sensor",,Yes,,,,,,microSD,"GSM, 4G VoLTE, WCDMA",,,,Yes,,Yes,,,XOS 3.0,,,"H.264, H.263, MPEG-4",,1920 x 1080,,,,,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,150 g,Yes,Yes,802.11 b/g/n,72.85 mm,https://www.flipkart.com/infinix-hot-s3-sandstone-black-32-gb/p/itmf22vu2v3ayq5h?pid=MOBF22VTC5PCHKDB&srno=s_3_21&otracker=search&lid=LSTMOBF22VTC5PCHKDBJK9REU&fm=organic&iid=181e5d50-79c3-43cf-ab67-6ed393e41835.MOBF22VTC5PCHKDB.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/infinix-hot-s3-sandstone-black-32-gb/product-reviews/itmf22vu2v3ayq5h?pid=MOBF22VTC5PCHKDB
